STUDY,ACTION_LABEL,LOG_HRS,STUDY_HRS
37037,Documentation,1.0,477.3333333333333
37037,Initial-review-and-planning,8.0,477.3333333333333
37037,Other,0.1666666666666666,477.3333333333333
37037,Metadata-study-level,8.0,477.3333333333333
37037,Quality-checks,1.0,477.3333333333333
37037,Non-curation,1.5,477.3333333333333
37037,Transformation-of-data,2.0,477.3333333333333
37037,Quality-checks,0.5,477.3333333333333
37037,Quality-checks,4.0,477.3333333333333
37037,Other,1.5,477.3333333333333
37037,Quality-checks,4.0,477.3333333333333
37037,Quality-checks,6.5,477.3333333333333
37037,Communication-for-study,3.5,477.3333333333333
37038,Communication-for-study,4.5,498.9
37038,Transformation-of-data,,498.9
37038,Transformation-of-data,5.0,498.9
37038,Metadata-study-level,6.5,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,6.0,498.9
37038,Communication-for-study,7.5,498.9
37038,Transformation-of-data,6.5,498.9
37038,Other,8.0,498.9
37038,Transformation-of-data,7.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,7.5,498.9
37038,Transformation-of-data,8.0,498.9
37038,Quality-checks,,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,1.5,498.9
37038,Transformation-of-data,5.0,498.9
37038,Transformation-of-data,6.5,498.9
37038,Transformation-of-data,5.0,498.9
37038,Metadata-study-level,2.0,498.9
37038,Communication-for-study,3.5,498.9
37038,Transformation-of-data,3.7,498.9
37038,Transformation-of-data,3.5,498.9
37038,Transformation-of-data,3.5,498.9
37038,Transformation-of-data,4.5,498.9
37038,Transformation-of-data,9.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,7.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Quality-checks,8.0,498.9
37038,Transformation-of-data,,498.9
37038,Transformation-of-data,6.0,498.9
37038,Transformation-of-data,7.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,6.5,498.9
37038,Transformation-of-data,8.0,498.9
37038,Communication-for-study,2.5,498.9
37038,Quality-checks,5.5,498.9
37038,Transformation-of-data,6.5,498.9
37038,Transformation-of-data,5.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Communication-for-study,3.0,498.9
37038,Transformation-of-data,7.5,498.9
37038,Communication-for-study,0.5,498.9
37038,Transformation-of-data,6.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,,498.9
37038,Transformation-of-data,,498.9
37038,Transformation-of-data,6.5,498.9
37038,Quality-checks,1.5,498.9
37038,Transformation-of-data,8.0,498.9
37038,Documentation,7.0,498.9
37038,Transformation-of-data,,498.9
37038,Non-curation,4.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,5.5,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,4.0,498.9
37038,Transformation-of-data,6.0,498.9
37038,Communication-for-study,8.5,498.9
37038,Metadata-study-level,3.0,498.9
37038,Transformation-of-data,,498.9
37038,Transformation-of-data,5.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,4.7,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,4.5,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Documentation,2.0,498.9
37038,Quality-checks,8.0,498.9
37038,Transformation-of-data,0.5,498.9
37038,Transformation-of-data,7.0,498.9
37038,Initial-review-and-planning,1.0,498.9
37038,Transformation-of-data,,498.9
37038,Transformation-of-data,,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,8.0,498.9
37038,Transformation-of-data,7.5,498.9
37038,Transformation-of-data,5.5,498.9
37041,Communication-for-study,4.0,272.2333333333333
37041,Non-curation,3.0,272.2333333333333
37041,Transformation-of-data,1.0,272.2333333333333
37041,Communication-for-study,0.5,272.2333333333333
37041,Communication-for-study,,272.2333333333333
37041,Quality-checks,,272.2333333333333
37041,Documentation,2.5,272.2333333333333
37041,Initial-review-and-planning,,272.2333333333333
37041,Transformation-of-data,,272.2333333333333
37041,Quality-checks,4.0,272.2333333333333
37041,Transformation-of-data,8.0,272.2333333333333
37041,Communication-for-study,,272.2333333333333
37041,Transformation-of-data,4.0,272.2333333333333
37041,Non-curation,,272.2333333333333
37041,Communication-for-study,8.0,272.2333333333333
37041,Quality-checks,8.0,272.2333333333333
37041,Communication-for-study,1.5,272.2333333333333
37041,Initial-review-and-planning,6.416666666666667,272.2333333333333
37041,Communication-for-study,3.0,272.2333333333333
37041,Non-curation,,272.2333333333333
37041,Quality-checks,4.0,272.2333333333333
37041,Transformation-of-data,4.0,272.2333333333333
37041,Initial-review-and-planning,3.0,272.2333333333333
37041,Documentation,,272.2333333333333
37041,Metadata-study-level,,272.2333333333333
37041,Metadata-study-level,6.0,272.2333333333333
37041,Communication-for-study,1.0,272.2333333333333
37041,Communication-for-study,2.0,272.2333333333333
37041,Quality-checks,8.0,272.2333333333333
37041,Transformation-of-data,,272.2333333333333
37041,Quality-checks,3.0,272.2333333333333
37041,Quality-checks,8.0,272.2333333333333
37041,Communication-for-study,4.0,272.2333333333333
37041,Transformation-of-data,7.666666666666667,272.2333333333333
37041,Transformation-of-data,6.0,272.2333333333333
37041,Non-curation,4.0,272.2333333333333
37041,Transformation-of-data,3.0,272.2333333333333
37041,Transformation-of-data,2.0,272.2333333333333
37041,Quality-checks,0.5,272.2333333333333
37041,Documentation,,272.2333333333333
37041,Communication-for-study,0.5,272.2333333333333
37041,Transformation-of-data,0.5,272.2333333333333
37041,Transformation-of-data,,272.2333333333333
37041,Quality-checks,8.0,272.2333333333333
37041,Transformation-of-data,0.5,272.2333333333333
37041,Transformation-of-data,8.0,272.2333333333333
37041,Communication-for-study,8.0,272.2333333333333
37041,Documentation,2.0,272.2333333333333
37041,Non-curation,2.0,272.2333333333333
37041,Transformation-of-data,1.0,272.2333333333333
37041,Initial-review-and-planning,,272.2333333333333
37041,Documentation,2.0,272.2333333333333
37041,Communication-for-study,,272.2333333333333
37041,Quality-checks,6.0,272.2333333333333
37041,Quality-checks,6.0,272.2333333333333
37041,Transformation-of-data,,272.2333333333333
37041,Communication-for-study,0.5,272.2333333333333
37041,Quality-checks,8.0,272.2333333333333
37041,Quality-checks,0.25,272.2333333333333
37041,Communication-for-study,5.0,272.2333333333333
37041,Communication-for-study,1.0,272.2333333333333
37041,Initial-review-and-planning,,272.2333333333333
37041,Transformation-of-data,8.0,272.2333333333333
37045,Quality-checks,3.0,250.0
37045,Quality-checks,7.5,250.0
37045,Transformation-of-data,4.0,123.5
37045,Quality-checks,,250.0
37045,Non-curation,1.0,250.0
37045,Transformation-of-data,4.0,123.5
37045,Initial-review-and-planning,4.5,123.5
37045,Quality-checks,4.0,250.0
37045,Transformation-of-data,8.5,123.5
37045,Transformation-of-data,7.0,123.5
37045,Transformation-of-data,4.0,123.5
37045,Quality-checks,,250.0
37045,Quality-checks,8.0,250.0
37045,Quality-checks,1.5,250.0
37045,Initial-review-and-planning,4.5,123.5
37045,Quality-checks,6.5,250.0
37045,Transformation-of-data,4.0,123.5
37045,Initial-review-and-planning,7.0,123.5
37045,Non-curation,1.0,123.5
37045,Quality-checks,8.0,250.0
37045,Transformation-of-data,8.5,123.5
37045,Communication-for-study,8.5,123.5
37045,Initial-review-and-planning,4.0,123.5
37045,Non-curation,1.5,250.0
37045,Initial-review-and-planning,8.5,123.5
37045,Non-curation,2.0,123.5
37045,Initial-review-and-planning,5.5,123.5
37045,Initial-review-and-planning,8.5,123.5
37045,Initial-review-and-planning,4.0,123.5
37045,Transformation-of-data,8.5,123.5
37045,Transformation-of-data,8.5,123.5
37046,Quality-checks,1.0,43.5
37046,Quality-checks,4.5,75.525
37046,Other,,75.525
37046,Quality-checks,7.5,75.525
37046,Quality-checks,4.5,75.525
37046,Transformation-of-data,8.0,43.5
37046,Quality-checks,3.0,75.525
37046,Transformation-of-data,2.0,75.525
37046,Transformation-of-data,8.0,43.5
37046,Quality-checks,8.0,75.525
37046,Transformation-of-data,8.0,75.525
37046,Initial-review-and-planning,7.5,43.5
37046,Quality-checks,3.0,75.525
37046,Metadata-study-level,0.025,75.525
37046,Transformation-of-data,8.0,43.5
37046,Quality-checks,7.0,75.525
37046,Metadata-study-level,3.0,43.5
37046,Quality-checks,6.5,75.525
37046,Transformation-of-data,8.0,43.5
37046,Transformation-of-data,7.5,75.525
37047,Non-curation,1.5,127.1
37047,Quality-checks,0.75,127.1
37047,Quality-checks,0.6666666666666666,127.1
37047,Communication-for-study,0.3333333333333333,127.1
37047,Communication-for-study,0.3,127.1
37047,Transformation-of-data,,127.1
37047,Initial-review-and-planning,,127.1
37047,Documentation,4.5,127.1
37047,Transformation-of-data,,127.1
37047,Non-curation,1.0,127.1
37047,Initial-review-and-planning,1.3333333333333333,127.1
37047,Quality-checks,4.0,127.1
37047,Quality-checks,1.0,127.1
37047,Initial-review-and-planning,3.0,127.1
37047,Quality-checks,5.0,127.1
37047,Transformation-of-data,3.8333333333333335,127.1
37047,Quality-checks,0.0666666666666666,127.1
37047,Quality-checks,4.0,127.1
37047,Transformation-of-data,3.1666666666666665,127.1
37047,Metadata-study-level,4.25,127.1
37047,Transformation-of-data,,127.1
37047,Non-curation,0.6666666666666666,127.1
37047,Initial-review-and-planning,1.5,127.1
37047,Transformation-of-data,4.0,127.1
37047,Transformation-of-data,1.5,127.1
37047,Transformation-of-data,2.0,127.1
37047,Transformation-of-data,3.0,127.1
37047,Quality-checks,,127.1
37047,Transformation-of-data,2.4166666666666665,127.1
37047,Transformation-of-data,1.75,127.1
37047,Quality-checks,0.3333333333333333,127.1
37047,Quality-checks,4.0,127.1
37047,Quality-checks,0.1666666666666666,127.1
37047,Transformation-of-data,3.9166666666666665,127.1
37047,Non-curation,1.3333333333333333,127.1
37047,Initial-review-and-planning,,127.1
37052,Quality-checks,6.0,194.0
37052,Quality-checks,0.5,194.0
37052,Quality-checks,8.0,194.0
37052,Initial-review-and-planning,8.0,194.0
37052,Transformation-of-data,8.0,194.0
37052,Quality-checks,1.5,194.0
37052,Initial-review-and-planning,4.0,194.0
37052,Communication-for-study,6.0,194.0
37052,Transformation-of-data,8.0,194.0
37052,Documentation,8.0,194.0
37052,Transformation-of-data,4.5,194.0
37052,Documentation,5.5,194.0
37052,Quality-checks,2.5,194.0
37052,Quality-checks,3.0,194.0
37052,Documentation,5.0,194.0
37052,Quality-checks,0.5,194.0
37052,Initial-review-and-planning,8.0,194.0
37052,Quality-checks,4.5,194.0
37052,Non-curation,0.5,194.0
37052,Quality-checks,8.0,194.0
37052,Transformation-of-data,4.666666666666667,194.0
37052,Transformation-of-data,8.0,194.0
37052,Transformation-of-data,6.5,194.0
37052,Quality-checks,3.0,194.0
37052,Non-curation,8.0,194.0
37052,Quality-checks,1.0,194.0
37052,Initial-review-and-planning,0.5,194.0
37052,Quality-checks,8.0,194.0
37052,Quality-checks,5.0,194.0
37052,Documentation,3.5,194.0
37052,Metadata-study-level,8.0,194.0
37052,Documentation,8.0,194.0
37052,Transformation-of-data,3.333333333333333,194.0
37052,Quality-checks,4.0,194.0
37052,Documentation,6.5,194.0
37052,Initial-review-and-planning,8.0,194.0
37052,Transformation-of-data,8.0,194.0
37053,Documentation,4.0,8.0
37053,Documentation,4.0,8.0
37054,Initial-review-and-planning,0.5,4.5
37054,Documentation,4.0,4.5
37055,Quality-checks,0.5,65.0
37055,Transformation-of-data,4.0,65.0
37055,Documentation,1.0,65.0
37055,Transformation-of-data,8.0,65.0
37055,Quality-checks,1.5,65.0
37055,Quality-checks,1.5,65.0
37055,Quality-checks,2.0,65.0
37055,Transformation-of-data,8.0,65.0
37055,Metadata-study-level,8.5,65.0
37055,Metadata-study-level,6.5,65.0
37055,Metadata-study-level,4.0,65.0
37055,Quality-checks,5.0,65.0
37055,Quality-checks,2.0,65.0
37055,Transformation-of-data,7.5,65.0
37055,Non-curation,4.0,65.0
37055,Quality-checks,0.5,65.0
37055,Quality-checks,0.5,65.0
37056,Non-curation,,44.61666666666667
37056,Non-curation,3.5,44.61666666666667
37056,Non-curation,2.75,44.61666666666667
37056,Non-curation,2.75,44.61666666666667
37056,Communication-for-study,2.8666666666666667,44.61666666666667
37056,Quality-checks,5.0,44.61666666666667
37056,Quality-checks,2.0,44.61666666666667
37056,Quality-checks,4.0,44.61666666666667
37056,Non-curation,7.5,44.61666666666667
37056,Quality-checks,0.25,44.61666666666667
37056,Transformation-of-data,8.0,44.61666666666667
37056,Quality-checks,2.0,44.61666666666667
37056,Quality-checks,0.5,44.61666666666667
37056,Quality-checks,1.5,44.61666666666667
37057,Communication-for-study,3.5,74.5
37057,Communication-for-study,0.5,74.5
37057,Quality-checks,1.5,74.5
37057,Communication-for-study,1.0,74.5
37057,Communication-for-study,8.0,74.5
37057,Quality-checks,0.5,74.5
37057,Quality-checks,0.5,74.5
37057,Quality-checks,2.0,74.5
37057,Quality-checks,3.0,74.5
37057,Communication-for-study,6.5,74.5
37057,Quality-checks,1.0,74.5
37057,Quality-checks,8.0,74.5
37057,Quality-checks,2.0,74.5
37058,Quality-checks,2.0,15.4
37058,Non-curation,0.25,15.4
37058,Quality-checks,1.5,15.4
37058,Non-curation,0.4,15.4
37058,Quality-checks,0.1666666666666666,15.4
37058,Non-curation,3.75,15.4
37058,Other,0.1666666666666666,15.4
37058,Transformation-of-data,2.583333333333333,15.4
37058,Quality-checks,0.5,15.4
37058,Quality-checks,0.75,15.4
37058,Quality-checks,1.5,15.4
37058,Quality-checks,0.25,15.4
37058,Quality-checks,,15.4
37058,Non-curation,0.9166666666666666,15.4
37058,Quality-checks,0.1666666666666666,15.4
37059,Communication-for-study,0.5,474.5083333333333
37059,Documentation,,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Transformation-of-data,,474.5083333333333
37059,Transformation-of-data,2.0,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Transformation-of-data,,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Quality-checks,1.0,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Non-curation,2.5,474.5083333333333
37059,Transformation-of-data,7.5,474.5083333333333
37059,Initial-review-and-planning,,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Documentation,,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37059,Quality-checks,4.5,474.5083333333333
37059,Initial-review-and-planning,,474.5083333333333
37059,Quality-checks,7.0,474.5083333333333
37059,Transformation-of-data,,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Quality-checks,4.0,474.5083333333333
37059,Non-curation,1.0,474.5083333333333
37059,Communication-for-study,0.5,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Metadata-study-level,2.0,474.5083333333333
37059,Quality-checks,4.5,474.5083333333333
37059,Quality-checks,2.0,474.5083333333333
37059,Quality-checks,1.5,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37059,Non-curation,1.0,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Other,3.5,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Transformation-of-data,1.5,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Quality-checks,4.5,474.5083333333333
37059,Transformation-of-data,3.5,474.5083333333333
37059,Quality-checks,3.0,474.5083333333333
37059,Transformation-of-data,1.0,474.5083333333333
37059,Transformation-of-data,2.0,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37059,Communication-for-study,1.0,474.5083333333333
37059,Transformation-of-data,2.0,474.5083333333333
37059,Transformation-of-data,3.0,474.5083333333333
37059,Quality-checks,1.0,474.5083333333333
37059,Quality-checks,2.5,474.5083333333333
37059,Transformation-of-data,,474.5083333333333
37059,Quality-checks,2.0,474.5083333333333
37059,Transformation-of-data,,474.5083333333333
37059,Quality-checks,1.0,474.5083333333333
37059,Transformation-of-data,0.5,474.5083333333333
37059,Quality-checks,4.0,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Documentation,3.5,474.5083333333333
37059,Initial-review-and-planning,,474.5083333333333
37059,Metadata-study-level,,474.5083333333333
37059,Initial-review-and-planning,0.5,474.5083333333333
37059,Communication-for-study,0.5,474.5083333333333
37059,Transformation-of-data,3.0,474.5083333333333
37059,Quality-checks,1.0,474.5083333333333
37059,Quality-checks,1.5,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37059,Non-curation,,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Non-curation,1.0,474.5083333333333
37059,Communication-for-study,1.5,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Non-curation,,474.5083333333333
37059,Quality-checks,2.0,474.5083333333333
37059,Quality-checks,1.0,474.5083333333333
37059,Non-curation,,474.5083333333333
37059,Initial-review-and-planning,,474.5083333333333
37059,Documentation,,474.5083333333333
37059,Metadata-study-level,0.5,474.5083333333333
37059,Transformation-of-data,2.0,474.5083333333333
37059,Transformation-of-data,2.5,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Non-curation,1.0,474.5083333333333
37059,Quality-checks,6.0,474.5083333333333
37059,Documentation,,474.5083333333333
37059,Transformation-of-data,3.0,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Transformation-of-data,3.5,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Non-curation,3.5,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Transformation-of-data,2.5,474.5083333333333
37059,Quality-checks,4.0,474.5083333333333
37059,Transformation-of-data,,474.5083333333333
37059,Quality-checks,4.5,474.5083333333333
37059,Transformation-of-data,5.0,474.5083333333333
37059,Non-curation,0.5,474.5083333333333
37059,Transformation-of-data,3.5,474.5083333333333
37059,Non-curation,0.5,474.5083333333333
37059,Initial-review-and-planning,0.5,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Communication-for-study,1.5,474.5083333333333
37059,Communication-for-study,1.5,474.5083333333333
37059,Documentation,,474.5083333333333
37059,Documentation,2.0,474.5083333333333
37059,Initial-review-and-planning,,474.5083333333333
37059,Transformation-of-data,5.5,474.5083333333333
37059,Non-curation,,474.5083333333333
37059,Transformation-of-data,2.0,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Initial-review-and-planning,1.5,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37059,Initial-review-and-planning,,474.5083333333333
37059,Non-curation,0.5,474.5083333333333
37059,Non-curation,1.0,474.5083333333333
37059,Initial-review-and-planning,,474.5083333333333
37059,Transformation-of-data,4.5,474.5083333333333
37059,Transformation-of-data,3.0,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37059,Non-curation,,474.5083333333333
37059,Transformation-of-data,5.0,474.5083333333333
37059,Quality-checks,4.5,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Transformation-of-data,1.5,474.5083333333333
37059,Initial-review-and-planning,,474.5083333333333
37059,Communication-for-study,1.0,474.5083333333333
37059,Quality-checks,8.5,474.5083333333333
37059,Transformation-of-data,,474.5083333333333
37059,Communication-for-study,1.0,474.5083333333333
37059,Quality-checks,4.5,474.5083333333333
37059,Non-curation,1.0,474.5083333333333
37059,Non-curation,,474.5083333333333
37059,Transformation-of-data,,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Communication-for-study,1.5,474.5083333333333
37059,Documentation,,474.5083333333333
37059,Non-curation,1.0,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37059,Non-curation,,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Initial-review-and-planning,,474.5083333333333
37059,Transformation-of-data,3.0,474.5083333333333
37059,Metadata-study-level,,474.5083333333333
37059,Quality-checks,1.0,474.5083333333333
37059,Metadata-study-level,1.5,474.5083333333333
37059,Transformation-of-data,,474.5083333333333
37059,Non-curation,3.0,474.5083333333333
37059,Other,,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Metadata-study-level,4.0,474.5083333333333
37059,Transformation-of-data,2.5,474.5083333333333
37059,Transformation-of-data,2.0,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37059,Transformation-of-data,0.5,474.5083333333333
37059,Transformation-of-data,3.0,474.5083333333333
37059,Transformation-of-data,1.5,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Transformation-of-data,2.5,474.5083333333333
37059,Other,0.5,474.5083333333333
37059,Initial-review-and-planning,8.0,474.5083333333333
37059,Communication-for-study,,474.5083333333333
37059,Non-curation,,474.5083333333333
37059,Non-curation,,474.5083333333333
37059,Transformation-of-data,3.0,474.5083333333333
37059,Quality-checks,,474.5083333333333
37059,Quality-checks,4.5,474.5083333333333
37059,Quality-checks,3.5,474.5083333333333
37060,Quality-checks,2.6166666666666667,28.116666666666667
37060,Quality-checks,0.5,28.116666666666667
37060,Transformation-of-data,2.0,28.116666666666667
37060,Other,0.5,28.116666666666667
37060,Quality-checks,,28.116666666666667
37060,Non-curation,,28.116666666666667
37060,Non-curation,,28.116666666666667
37060,Quality-checks,3.0,28.116666666666667
37060,Quality-checks,1.0,28.116666666666667
37060,Other,1.0,28.116666666666667
37060,Quality-checks,0.5,28.116666666666667
37060,Metadata-study-level,,28.116666666666667
37060,Quality-checks,1.5,28.116666666666667
37060,Quality-checks,0.5,28.116666666666667
37060,Transformation-of-data,,28.116666666666667
37060,Quality-checks,,28.116666666666667
37061,Quality-checks,,109.75
37061,Quality-checks,1.0,109.75
37061,Non-curation,4.0,109.75
37061,Quality-checks,5.016666666666667,109.75
37061,Quality-checks,8.0,109.75
37061,Quality-checks,2.7,109.75
37061,Documentation,7.366666666666666,109.75
37061,Quality-checks,5.916666666666667,109.75
37061,Quality-checks,,109.75
37061,Non-curation,8.0,109.75
37061,Quality-checks,4.0,109.75
37061,Quality-checks,0.5,109.75
37061,Quality-checks,1.0,109.75
37061,Quality-checks,0.5,109.75
37061,Quality-checks,4.166666666666667,109.75
37061,Quality-checks,,109.75
37061,Quality-checks,8.0,109.75
37061,Documentation,4.0,109.75
37061,Quality-checks,3.5,109.75
37061,Quality-checks,2.0,109.75
37062,Quality-checks,1.5,63.4
37062,Transformation-of-data,,63.4
37062,Non-curation,2.0,63.4
37062,Quality-checks,2.0,63.4
37062,Quality-checks,,63.4
37062,Documentation,,63.4
37062,Documentation,1.0,63.4
37062,Quality-checks,4.0,63.4
37062,Transformation-of-data,0.5,63.4
37062,Transformation-of-data,,63.4
37062,Other,7.5,63.4
37062,Quality-checks,0.25,63.4
37062,Documentation,3.0,63.4
37062,Quality-checks,1.5,63.4
37062,Quality-checks,,63.4
37062,Documentation,1.75,63.4
37062,Documentation,3.5,63.4
37062,Transformation-of-data,,63.4
37062,Non-curation,,63.4
37062,Non-curation,3.5,63.4
37062,Transformation-of-data,6.5,63.4
37062,Quality-checks,1.5,63.4
37063,Quality-checks,8.0,69.0
37063,Transformation-of-data,8.0,69.0
37063,Transformation-of-data,3.25,69.0
37063,Transformation-of-data,8.0,69.0
37063,Transformation-of-data,8.0,69.0
37063,Quality-checks,0.75,69.0
37063,Quality-checks,1.5,69.0
37063,Transformation-of-data,8.0,69.0
37063,Quality-checks,1.5,69.0
37063,Quality-checks,0.5,69.0
37063,Initial-review-and-planning,0.5,69.0
37063,Transformation-of-data,8.0,69.0
37063,Documentation,4.5,69.0
37063,Quality-checks,0.5,69.0
37064,Quality-checks,1.2166666666666666,60.63333333333333
37064,Non-curation,7.0,60.63333333333333
37064,Non-curation,6.0,60.63333333333333
37064,Communication-for-study,3.0,60.63333333333333
37064,Initial-review-and-planning,3.0,60.63333333333333
37064,Quality-checks,2.0,60.63333333333333
37064,Quality-checks,4.0,60.63333333333333
37064,Quality-checks,0.5,60.63333333333333
37064,Non-curation,7.0,60.63333333333333
37064,Quality-checks,2.0,60.63333333333333
37064,Non-curation,4.0,60.63333333333333
37064,Quality-checks,0.4166666666666667,60.63333333333333
37064,Quality-checks,2.0,60.63333333333333
37064,Non-curation,6.0,60.63333333333333
37064,Quality-checks,6.0,60.63333333333333
37064,Non-curation,6.0,60.63333333333333
37064,Quality-checks,0.5,60.63333333333333
37065,Transformation-of-data,2.0,82.5
37065,Quality-checks,1.5,82.5
37065,Quality-checks,3.0,82.5
37065,Quality-checks,6.0,82.5
37065,Other,8.0,82.5
37065,Quality-checks,2.5,82.5
37065,Quality-checks,1.0,82.5
37065,Quality-checks,8.0,82.5
37065,Quality-checks,,82.5
37065,Quality-checks,0.5,82.5
37065,Quality-checks,0.5,82.5
37065,Other,1.0,82.5
37065,Quality-checks,3.0,82.5
37065,Quality-checks,2.0,82.5
37065,Quality-checks,,82.5
37065,Quality-checks,0.5,82.5
37065,Non-curation,1.0,82.5
37066,Quality-checks,0.5,44.0
37066,Quality-checks,1.0,44.0
37066,Transformation-of-data,,44.0
37066,Communication-for-study,8.0,44.0
37066,Quality-checks,2.5,44.0
37066,Metadata-study-level,4.0,44.0
37066,Quality-checks,2.0,44.0
37066,Transformation-of-data,8.0,44.0
37066,Quality-checks,4.5,44.0
37067,Quality-checks,2.5,25.5
37067,Quality-checks,0.5,25.5
37067,Initial-review-and-planning,8.0,25.5
37067,Quality-checks,0.5,25.5
37067,Initial-review-and-planning,6.5,25.5
37067,Initial-review-and-planning,4.0,25.5
37067,Initial-review-and-planning,3.5,25.5
37068,Other,,50.0
37068,Quality-checks,0.4166666666666667,39.833333333333336
37068,Initial-review-and-planning,2.6666666666666665,39.833333333333336
37068,Quality-checks,0.4166666666666667,39.833333333333336
37068,Quality-checks,3.0,39.833333333333336
37068,Quality-checks,2.6666666666666665,39.833333333333336
37068,Transformation-of-data,1.25,39.833333333333336
37068,Transformation-of-data,1.0,39.833333333333336
37068,Other,0.5833333333333334,39.833333333333336
37068,Transformation-of-data,4.25,39.833333333333336
37068,Non-curation,2.0,39.833333333333336
37068,Initial-review-and-planning,4.0,39.833333333333336
37068,Documentation,2.0,39.833333333333336
37068,Quality-checks,,39.833333333333336
37068,Quality-checks,0.5,39.833333333333336
37068,Quality-checks,0.4166666666666667,39.833333333333336
37068,Initial-review-and-planning,0.5,39.833333333333336
37068,Quality-checks,1.25,39.833333333333336
37068,Quality-checks,,39.833333333333336
37068,Transformation-of-data,0.5,39.833333333333336
37068,Quality-checks,1.5,39.833333333333336
37068,Communication-for-study,1.3333333333333333,39.833333333333336
37068,Initial-review-and-planning,1.6666666666666667,39.833333333333336
37068,Non-curation,2.0,50.0
37068,Transformation-of-data,,50.0
37068,Quality-checks,0.6666666666666666,39.833333333333336
37068,Non-curation,3.0,50.0
37068,Transformation-of-data,,50.0
37068,Other,0.0833333333333333,39.833333333333336
37068,Non-curation,3.1666666666666665,39.833333333333336
37068,Other,8.5,50.0
37068,Transformation-of-data,7.5,50.0
37068,Communication-for-study,,50.0
37069,Metadata-study-level,0.25,61.91666666666666
37069,Non-curation,3.0,61.91666666666666
37069,Quality-checks,1.5,61.91666666666666
37069,Non-curation,3.0,61.91666666666666
37069,Metadata-study-level,0.8333333333333334,61.91666666666666
37069,Quality-checks,8.0,61.91666666666666
37069,Quality-checks,2.0,61.91666666666666
37069,Transformation-of-data,2.083333333333333,61.91666666666666
37069,Other,0.1666666666666666,61.91666666666666
37069,Quality-checks,0.25,61.91666666666666
37069,Non-curation,1.0,61.91666666666666
37069,Quality-checks,,61.91666666666666
37069,Initial-review-and-planning,0.5,61.91666666666666
37069,Non-curation,4.0,61.91666666666666
37069,Quality-checks,0.1666666666666666,61.91666666666666
